book,chapter,verse,verse_end,book_to,chapter_to,verse_to_start,verse_to_end,votes
1,12,3,0,48,3,8,0,0
1,12,4,0,1,11,27,0,0
1,12,4,0,1,11,31,0,0
1,12,5,0,1,13,6,0,0
1,12,5,0,1,14,14,0,0
1,12,5,0,3,22,11,0,0
1,12,6,0,1,35,4,0,0
1,12,6,0,5,11,30,0,0
1,12,7,0,1,17,1,0,0
1,12,7,0,1,18,1,0,0
1,12,7,0,1,13,15,0,0
1,12,7,0,1,15,18,0,0
1,12,7,0,48,3,16,0,0
1,12,7,0,1,13,18,0,0
1,12,7,0,1,22,9,0,0
1,12,8,0,6,8,9,0,0
1,12,8,0,6,8,12,0,0
1,12,8,0,1,4,26,0,0
1,12,8,0,1,21,33,0,0
1,12,9,0,1,13,1,0,0
1,12,9,0,1,13,3,0,0
1,12,9,0,1,20,1,0,0
1,12,9,0,1,24,62,0,0
1,12,11,0,1,26,7,0,0
1,12,11,0,1,29,17,0,0
1,12,12,0,1,20,11,0,0
1,12,13,0,1,20,2,0,0
1,12,13,0,1,20,5,0,0
1,12,13,0,1,20,12,0,0
1,12,13,0,24,38,17,0,0
1,12,13,0,24,38,20,0,0
1,12,15,0,1,20,2,0,0
1,12,16,0,1,20,14,0,0
1,12,16,0,1,13,2,0,0
1,12,17,0,19,105,14,0,0
1,12,18,0,1,20,9,10,0
1,13,1,0,1,12,9,0,0
1,13,3,0,1,12,8,0,0
1,13,5,0,1,12,5,0,0
1,13,6,0,1,36,7,0,0
1,13,6,0,1,12,5,0,0
1,13,6,0,1,12,16,0,0
1,13,6,0,1,13,2,0,0
1,13,7,0,1,26,20,0,0
1,13,7,0,1,12,6,0,0
1,13,7,0,1,15,19,21,0
1,13,8,0,20,15,18,0,0
1,13,8,0,20,20,3,0,0
1,13,10,0,1,19,17,29,0
1,13,10,0,5,34,3,0,0
1,13,10,0,1,2,8,0,0
1,13,10,0,1,47,6,0,0
1,13,10,0,1,14,8,0,0
1,13,10,0,5,34,3,0,0
1,13,12,0,1,14,2,0,0
1,13,12,0,1,19,24,25,0
1,13,13,0,1,39,9,0,0
1,13,13,0,4,32,23,0,0
1,13,13,0,61,2,7,8,0
1,13,14,0,5,3,27,0,0
1,13,14,0,5,34,1,4,0
1,13,15,0,1,12,7,0,0
1,13,15,0,1,13,17,0,0
1,13,15,0,1,15,7,8,0
1,13,15,0,1,17,8,0,0
1,13,16,0,1,16,10,0,0
1,13,16,0,1,28,14,0,0
1,13,16,0,4,23,10,0,0
1,13,17,0,4,13,17,24,0
1,13,17,0,1,13,15,0,0
1,13,18,0,1,14,13,0,0
1,13,18,0,1,8,20,0,0
1,13,18,0,1,12,7,8,0
1,14,1,0,1,10,10,0,0
1,14,1,0,1,11,2,0,0
1,14,1,0,27,8,2,0,0
1,14,2,0,1,10,19,0,0
1,14,2,0,5,29,23,0,0
1,14,2,0,1,13,10,0,0
1,14,3,0,1,14,8,0,0
1,14,3,0,1,14,10,0,0
1,14,3,0,5,3,17,0,0
1,14,3,0,6,3,16,0,0
1,14,5,0,5,3,11,0,0
1,14,5,0,5,3,13,0,0
1,14,5,0,5,1,4,0,0
1,14,5,0,6,9,10,0,0
1,14,5,0,4,32,37,0,0
1,14,6,0,1,36,20,0,0
1,14,6,0,5,2,12,0,0
1,14,6,0,5,2,22,0,0
1,14,6,0,1,21,21,0,0
1,14,6,0,4,10,12,0,0
1,14,7,0,4,13,26,0,0
1,14,7,0,14,20,2,0,0
1,14,8,0,1,14,3,0,0
1,14,10,0,1,14,17,0,0
1,14,10,0,1,14,21,22,0
1,14,12,0,1,11,27,0,0
1,14,12,0,1,13,12,0,0
1,14,13,0,1,40,15,0,0
1,14,13,0,2,3,18,0,0
1,14,13,0,1,13,18,0,0
1,14,13,0,1,21,27,0,0
1,14,13,0,1,21,32,0,0
1,14,14,0,1,14,12,0,0
1,14,14,0,1,12,5,0,0
1,14,14,0,21,2,7,0,0
1,14,14,0,11,15,20,0,0
1,14,15,0,7,7,16,0,0
1,14,15,0,1,15,2,0,0
1,14,16,0,1,14,12,0,0
1,14,16,0,1,14,14,0,0
1,14,17,0,1,14,10,0,0
1,14,17,0,58,7,1,0,0
1,14,17,0,10,18,18,0,0
1,14,18,0,58,7,1,0,0
1,14,18,0,19,104,15,0,0
1,14,18,0,19,110,4,0,0
1,14,18,0,58,5,6,0,0
1,14,18,0,58,5,10,0,0
1,14,19,0,1,14,22,0,0
1,14,20,0,58,7,4,0,0
1,14,22,0,1,14,19,0,0
1,14,23,0,12,5,16,0,0
1,14,24,0,1,14,13,0,0
1,15,1,0,1,15,4,0,0
1,15,1,0,9,15,10,0,0
1,15,1,0,1,21,17,0,0
1,15,1,0,1,26,24,0,0
1,15,1,0,5,33,29,0,0
1,15,1,0,4,18,20,0,0
1,15,3,0,1,14,14,0,0
1,15,4,0,48,4,28,0,0
1,15,5,0,1,22,17,0,0
1,15,5,0,1,26,4,0,0
1,15,5,0,5,1,10,0,0
1,15,5,0,2,32,13,0,0
1,15,5,0,45,4,18,0,0
1,15,6,0,45,4,3,0,0
1,15,6,0,48,3,6,0,0
1,15,6,0,59,2,23,0,0
1,15,7,0,1,11,31,0,0
1,15,7,0,1,13,15,0,0
1,15,7,0,1,13,17,0,0
1,15,8,0,42,1,18,0,0
1,15,10,0,1,15,17,0,0
1,15,10,0,3,1,17,0,0
1,15,12,0,1,2,21,0,0
1,15,12,0,1,28,11,0,0
1,15,12,0,18,33,15,0,0
1,15,13,0,44,7,6,0,0
1,15,13,0,44,7,17,0,0
1,15,13,0,5,5,15,0,0
1,15,13,0,48,3,17,0,0
1,15,13,0,2,12,40,0,0
1,15,14,0,2,12,32,38,0
1,15,15,0,1,25,8,0,0
1,15,15,0,1,47,30,0,0
1,15,16,0,1,15,13,0,0
1,15,16,0,3,18,24,28,0
1,15,17,0,24,34,18,19,0
1,15,18,0,2,23,31,0,0
1,15,18,0,4,34,1,15,0
1,15,18,0,5,1,7,8,0
1,15,19,0,2,3,17,0,0
1,15,19,0,2,23,28,0,0
1,15,19,0,6,21,43,0,0
1,15,19,0,6,24,11,0,0
1,16,1,0,1,11,30,0,0
1,16,1,0,1,12,16,0,0
1,16,2,0,1,30,3,4,0
1,16,2,0,1,30,9,10,0
1,16,3,0,1,12,4,0,0
1,16,5,0,24,51,35,0,0
1,16,5,0,1,31,53,0,0
1,16,6,0,1,16,9,0,0
1,16,7,0,1,21,17,18,0
1,16,7,0,1,22,11,0,0
1,16,7,0,1,22,15,0,0
1,16,7,0,1,31,11,0,0
1,16,7,0,1,20,1,0,0
1,16,8,0,1,3,9,0,0
1,16,8,0,11,19,9,0,0
1,16,8,0,11,19,13,0,0
1,16,10,0,1,17,20,0,0
1,16,11,0,2,3,7,0,0
1,16,11,0,2,3,9,0,0
1,16,12,0,18,24,5,0,0
1,16,12,0,18,39,5,8,0
1,16,12,0,1,25,18,0,0
1,16,13,0,1,32,30,0,0
1,16,14,0,1,14,7,0,0
1,16,16,0,1,12,4,0,0
1,16,16,0,1,16,3,0,0
1,17,1,0,1,12,7,0,0
1,17,1,0,1,18,1,0,0
1,17,1,0,1,28,3,0,0
1,17,1,0,1,35,11,0,0
1,17,1,0,1,6,9,0,0
1,17,1,0,5,18,13,0,0
1,17,2,0,1,15,18,0,0
1,17,2,0,1,13,16,0,0
1,17,2,0,1,15,5,0,0
1,17,3,0,1,17,17,0,0
1,17,3,0,1,18,2,0,0
1,17,4,0,1,35,11,0,0
1,17,4,0,1,48,19,0,0
1,17,5,0,16,9,7,0,0
1,17,5,0,45,4,17,0,0
1,17,6,0,1,17,16,0,0
1,17,6,0,1,35,11,0,0
1,17,7,0,1,17,13,0,0
1,17,7,0,1,17,19,0,0
1,17,7,0,19,105,9,10,0
1,17,7,0,3,11,45,0,0
1,17,7,0,3,26,12,0,0
1,17,7,0,3,26,45,0,0
1,17,7,0,48,3,16,0,0
1,17,8,0,1,12,7,0,0
1,17,8,0,1,13,15,0,0
1,17,8,0,1,13,17,0,0
1,17,9,0,2,19,5,0,0
1,17,10,0,43,7,22,0,0
1,17,10,0,44,7,8,0,0
1,17,11,0,2,12,48,0,0
1,17,11,0,5,10,16,0,0
1,17,12,0,3,12,3,0,0
1,17,13,0,2,12,44,0,0
1,17,16,0,1,18,10,0,0
1,17,16,0,1,17,6,0,0
1,17,16,0,1,36,31,0,0
1,17,17,0,1,17,3,0,0
1,17,19,0,1,17,16,0,0
1,17,19,0,1,21,2,0,0
1,17,19,0,1,26,2,5,0
1,17,20,0,1,16,10,0,0
1,17,20,0,1,25,16,0,0
1,17,21,0,1,17,19,0,0
1,17,21,0,1,18,10,0,0
1,17,21,0,1,18,14,0,0
1,17,22,0,1,18,33,0,0
1,17,22,0,1,35,13,0,0
1,17,23,0,1,14,14,0,0
1,17,24,0,45,4,11,0,0
1,17,25,0,1,16,16,0,0
1,18,1,0,1,12,7,0,0
1,18,1,0,1,17,1,0,0
1,18,1,0,1,13,18,0,0
1,18,1,0,1,14,13,0,0
1,18,2,0,1,18,16,0,0
1,18,2,0,1,18,22,0,0
1,18,2,0,1,32,24,0,0
1,18,2,0,6,5,13,0,0
1,18,2,0,7,13,6,11,0
1,18,4,0,1,19,2,0,0
1,18,4,0,1,24,32,0,0
1,18,4,0,1,43,24,0,0
1,18,5,0,7,6,18,19,0
1,18,5,0,7,13,15,16,0
1,18,10,0,45,9,9,0,0
1,18,11,0,1,17,17,0,0
1,18,12,0,60,3,6,0,0
1,18,14,0,24,32,17,0,0
1,18,14,0,24,32,27,0,0
1,18,14,0,1,17,21,0,0
1,18,14,0,1,18,10,0,0
1,18,16,0,1,18,2,0,0
1,18,16,0,1,18,22,0,0
1,18,16,0,1,19,1,0,0
1,18,17,0,1,18,22,0,0
1,18,17,0,1,18,26,0,0
1,18,17,0,1,18,33,0,0
1,18,17,0,1,18,21,0,0
1,18,17,0,1,19,24,0,0
1,18,18,0,48,3,8,0,0
1,18,19,0,16,9,7,0,0
1,18,19,0,30,3,2,0,0
1,18,19,0,1,17,9,0,0
1,18,19,0,1,12,2,3,0
1,18,20,0,1,19,13,0,0
1,18,20,0,26,16,49,50,0
1,18,21,0,1,11,5,0,0
1,18,21,0,2,3,8,0,0
1,18,22,0,1,18,16,0,0
1,18,22,0,1,19,1,0,0
1,18,22,0,1,18,17,0,0
1,18,23,0,2,23,7,0,0
1,18,25,0,5,1,16,17,0
1,18,25,0,5,32,4,0,0
1,18,27,0,1,3,19,0,0
1,18,27,0,18,30,19,0,0
1,18,27,0,18,42,6,0,0
1,18,30,0,2,32,22,0,0
1,18,33,0,1,17,22,0,0
1,18,33,0,1,35,13,0,0
1,19,1,0,1,18,22,0,0
1,19,1,0,1,18,2,5,0
1,19,3,0,1,18,6,8,0
1,19,4,0,1,13,13,0,0
1,19,4,0,1,18,20,0,0
1,19,5,0,7,19,22,0,0
1,19,5,0,3,18,22,0,0
1,19,8,0,7,19,24,0,0
1,19,9,0,2,2,14,0,0
1,19,10,0,1,19,1,0,0
1,19,11,0,5,28,28,29,0
1,19,11,0,44,13,11,0,0
1,19,13,0,1,18,20,0,0
1,19,13,0,3,25,30,33,0
1,19,13,0,5,4,26,0,0
1,19,13,0,5,28,45,0,0
1,19,14,0,24,43,1,2,0
1,19,16,0,5,5,15,0,0
1,19,16,0,5,6,21,0,0
1,19,16,0,5,7,8,0,0
1,19,17,0,24,48,6,0,0
1,19,17,0,1,19,26,0,0
1,19,17,0,1,13,10,0,0
1,19,17,0,1,14,10,0,0
1,19,24,0,42,17,29,0,0
1,19,24,0,65,1,7,0,0
1,19,25,0,5,29,23,0,0
1,19,25,0,23,13,19,0,0
1,19,25,0,25,4,6,0,0
1,19,25,0,61,2,6,0,0
1,19,26,0,1,19,17,0,0
1,19,26,0,42,17,32,0,0
1,19,27,0,1,18,22,0,0
1,19,28,0,66,9,2,0,0
1,19,29,0,5,7,8,0,0
1,19,29,0,5,9,5,0,0
1,19,29,0,5,9,27,0,0
1,19,29,0,61,2,7,0,0
1,19,37,0,5,2,9,0,0
1,19,38,0,5,2,19,0,0
1,20,1,0,1,18,1,0,0
1,20,1,0,1,12,9,0,0
1,20,1,0,1,26,1,0,0
1,20,1,0,1,26,6,0,0
1,20,2,0,1,12,13,0,0
1,20,2,0,1,20,12,0,0
1,20,2,0,1,12,15,0,0
1,20,3,0,1,12,17,18,0
1,20,5,0,1,20,13,0,0
1,20,5,0,11,9,4,0,0
1,20,5,0,19,7,8,0,0
1,20,5,0,19,26,6,0,0
1,20,7,0,9,7,5,0,0
1,20,7,0,18,42,8,0,0
1,20,9,0,1,12,18,0,0
1,20,11,0,1,12,12,0,0
1,20,11,0,1,26,7,0,0
1,20,13,0,1,20,5,0,0
1,20,14,0,1,12,16,0,0
