1506556|DELETED    |   1|      1|    6|Dios dijo: «¡Que haya un firmamento que separe las aguas en dos partes!»
1506559|DELETED    |   1|      1|    9|Luego Dios dijo: «Que el agua bajo el cielo se junte en un solo lugar, para que aparez
ca el suelo seco». Y así sucedió.
1506560|DELETED    |   1|      1|   10|Dios llamó a este suelo seco «tierra» y a las aguas que se habían juntado las llamó «m
ares». Y vio Dios que estaba muy bien esto que había hecho.
1506561|DELETED    |   1|      1|   11|Entonces Dios dijo: «Que la tierra se cubra de vegetación: plantas que den semillas y
árboles que den frutos con semilla». Y así sucedió.
1508764|DELETED    |   2|     25|   18|Después construye dos querubines* de oro martillado y colócalos en los dos extremos.
1508819|DELETED    |   2|     26|   33|Cuelga pues, el velo bajo los ganchos de oro y guarda el cofre del pacto* detrás del v
elo. Este velo les va a separar el Lugar Santo del Lugar Santísimo*.
1508946|DELETED    |   2|     30|   13|Todo el que sea censado pagará cinco gramosc de plata, pesados conforme a la mitad del
 peso oficial* del santuario, que es de diez gramos. Estos cinco gramos de plata son una ofrenda al Señor.
1509867|DELETED    |   3|     19|   35|»No cometan fraude en las medidas de longitud, peso y capacidad.
1509868|DELETED    |   3|     19|   36|Usen balanzas, pesas y medidas justas, porque yo soy el Señor su Dios que los saqué de
 Egipto.
1511896|DELETED    |   5|     16|    3|No deberás comer nada con levadura junto con el sacrificio. Por siete días comerás pan
 sin levadura, que es el llamado pan del sufrimiento, porque dejaste la tierra de Egipto muy aprisa. Así, todos los días de tu vida, rec
ordarás el día que dejaste la tierra de Egipto.
1520080|DELETED    |  18|     28|   25|En una ocasión él determinó el peso del viento, y luego decidió la cantidad de las agu
as.
1520580|DELETED    |  19|      9|    8|Él juzga al mundo con justicia. Juzga a todos por igual.
1520581|DELETED    |  19|      9|    9|El Señor es el refugio del oprimido, la fortaleza de los que sufren.
1520680|DELETED    |  19|     18|   11|El Señor estaba oculto en nubes densas y oscuras que lo cubrían totalmente.
1520923|DELETED    |  19|     33|    6|El Señor creó los cielos con sus palabras. Todas las estrellas del firmamento fueron c
readas con uno solo de sus suspiros.
1522135|DELETED    |  19|    104|   13|Dios riega las montañas desde su hogar en lo alto, con el fruto de sus obras la tierra
 se sacia.
1523633|DELETED    |  20|     24|    3|Un buen hogar se construye con sabiduría y se basa en la inteligencia.
1523873|DELETED    |  21|      1|    7|Todos los ríos corren una y otra vez al mismo lugar. Van al mar y, sin embargo, el mar
 no se llena.
1523961|DELETED    |  21|      5|   13|Hay algo muy triste que he visto que sucede bajo el sol: hay gente que acumula riqueza
s en perjuicio propio,
1524145|DELETED    |  22|      4|   12|Amada mía, novia mía, eres tan pura como un jardín en el que nadie ha entradog; como u
n manantial que nadie ha tocadoh.
1524268|DELETED    |  23|      3|   10|Díganles a los justos que a ellos sí les va a ir bien, porque recibirán la recompensa
por su honestidad.
1525136|DELETED    |  23|     45|   24|Dirán: “Sólo en el Señor están la justicia y el poder”. Todos los que se enojaron cont
ra él vendrán ante su presencia y serán avergonzados.
1525284|DELETED    |  23|     54|   10|Aunque se muevan los montes y tiemblen las colinas, mi amor por ti seguirá firme y mi
pacto de paz no tambaleará». Lo dice el Señor que se compadece de ti.
1525764|DELETED    |  24|     10|   12|Dios fue quien con su poder hizo la tierra, con su sabiduría creó el mundo; con su int
eligencia extendió los cielos.
1525921|DELETED    |  24|     17|   13|El Señor es la esperanza de Israel. Todo el que te abandone será avergonzado. Los que
se apartan de ti quedarán inscritos en el polvo porque abandonaron al Señor, manantial de agua fresca.
1526351|DELETED    |  24|     33|   25|Esto dice el Señor: “Si yo no hice un pacto con el día y la noche y si no establecí la
s reglas que controlan el cielo y la tierra,
1522125|DELETED    |  19|    104|    3|Tú construiste tu hogar por encima de los cielos; usaste las nubes como carruaje y cru
zaste el cielo con las alas del viento.
